Frame Number,Time Stamp (ms),Buffer Index
4695,157628,0
4696,157662,0
4697,157696,0
4698,157728,0
4699,157762,0
4700,157796,0
4701,157829,0
4702,157863,0
4703,157896,0
4704,157931,0
4705,157964,0
4706,157997,0
4707,158032,0
4708,158065,0
4709,158098,0
4710,158133,0
4711,158166,0
4712,158199,0
4713,158234,0
4714,158266,0
4715,158300,0
4716,158334,0
4717,158367,0
4718,158401,0
4719,158435,0
4720,158468,0
4721,158502,0
4722,158535,0
4723,158568,0
4724,158602,0
4725,158635,0
4726,158668,0
4727,158703,0
4728,158736,0
4729,158769,0
4730,158804,0
4731,158837,0
4732,158870,0
4733,158905,0
4734,158938,0
4735,158971,0
4736,159004,0
4737,159038,0
4738,159071,0
4739,159105,0
4740,159139,0
4741,159172,0
4742,159206,0
4743,159241,0
4744,159273,0
4745,159307,0
4746,159341,0
4747,159374,0
4748,159408,0
4749,159442,0
4750,159475,0
4751,159508,0
4752,159542,0
4753,159575,0
4754,159609,0
4755,159643,0
4756,159676,0
4757,159710,0
4758,159744,0
4759,159777,0
4760,159810,0
4761,159843,0
4762,159878,0
4763,159911,0
4764,159944,0
4765,159979,0
4766,160012,0
4767,160046,0
4768,160080,0
4769,160113,0
4770,160147,0
4771,160181,0
4772,160214,0
4773,160247,0
4774,160281,0
4775,160314,0
4776,160348,0
4777,160381,0
4778,160415,0
4779,160450,0
4780,160482,0
4781,160516,0
4782,160550,0
4783,160582,0
4784,160616,0
4785,160650,0
4786,160684,0
4787,160717,0
4788,160751,0
4789,160785,0
4790,160818,0
4791,160851,0
4792,160886,0
4793,160919,0
4794,160951,0
4795,160986,0
4796,161019,0
4797,161052,0
4798,161087,0
4799,161120,0
4800,161153,0
4801,161188,0
4802,161221,0
4803,161254,0
4804,161289,0
4805,161322,0
4806,161354,0
4807,161389,0
4808,161422,0
4809,161456,0
4810,161489,0
4811,161524,0
4812,161556,0
4813,161589,0
4814,161624,0
4815,161657,0
4816,161690,0
4817,161725,0
4818,161757,0
4819,161791,0
4820,161825,0
4821,161858,0
4822,161893,0
4823,161926,0
4824,161959,0
4825,161994,0
4826,162027,0
4827,162060,0
4828,162094,0
4829,162128,0
4830,162161,0
4831,162195,0
4832,162228,0
4833,162262,0
4834,162296,0
4835,162328,0
4836,162362,0
4837,162396,0
4838,162429,0
4839,162462,0
4840,162497,0
4841,162530,0
4842,162563,0
4843,162597,0
4844,162631,0
4845,162665,0
4846,162698,0
4847,162733,0
4848,162766,0
4849,162799,0
4850,162833,0
4851,162866,0
4852,162899,0
4853,162934,0
4854,162966,0
4855,163000,0
4856,163035,0
4857,163068,0
4858,163101,0
4859,163135,0
4860,163168,0
4861,163202,0
4862,163235,0
4863,163269,0
4864,163302,0
4865,163336,0
4866,163370,0
4867,163403,0
4868,163436,0
4869,163471,0
4870,163504,0
4871,163537,0
4872,163571,0
4873,163604,0
4874,163638,0
4875,163672,0
4876,163705,0
4877,163740,0
4878,163773,0
4879,163806,0
4880,163841,0
4881,163874,0
4882,163907,0
4883,163941,0
4884,163974,0
4885,164007,0
4886,164042,0
4887,164074,0
4888,164108,0
4889,164142,0
4890,164175,0
4891,164209,0
4892,164243,0
4893,164276,0
4894,164309,0
4895,164344,0
4896,164377,0
4897,164410,0
4898,164443,0
4899,164478,0
4900,164512,0
4901,164544,0
4902,164578,0
4903,164612,0
4904,164645,0
4905,164679,0
4906,164712,0
4907,164746,0
4908,164780,0
4909,164813,0
4910,164846,0
4911,164881,0
4912,164914,0
4913,164947,0
4914,164982,0
4915,165015,0
4916,165048,0
4917,165082,0
4918,165116,0
4919,165149,0
4920,165182,0
4921,165217,0
4922,165249,0
4923,165283,0
4924,165318,0
4925,165351,0
4926,165384,0
4927,165419,0
4928,165450,0
4929,165485,0
4930,165519,0
4931,165551,0
4932,165586,0
4933,165619,0
4934,165652,0
4935,165687,0
4936,165720,0
4937,165753,0
4938,165787,0
4939,165820,0
4940,165854,0
4941,165888,0
4942,165921,0
4943,165954,0
4944,165989,0
4945,166022,0
4946,166055,0
4947,166090,0
4948,166123,0
4949,166156,0
4950,166190,0
4951,166223,0
4952,166256,0
4953,166290,0
4954,166324,0
4955,166358,0
4956,166390,0
4957,166426,0
4958,166459,0
4959,166492,0
4960,166526,0
4961,166558,0
4962,166592,0
4963,166627,0
4964,166659,0
4965,166693,0
4966,166727,0
4967,166760,0
4968,166793,0
4969,166828,0
4970,166861,0
4971,166895,0
4972,166928,0
4973,166963,0
4974,166996,0
4975,167029,0
4976,167064,0
4977,167097,0
4978,167129,0
4979,167164,0
4980,167197,0
4981,167231,0
4982,167266,0
4983,167297,0
4984,167332,0
4985,167366,0
4986,167398,0
4987,167433,0
4988,167466,0
4989,167499,0
4990,167533,0
4991,167566,0
4992,167600,0
4993,167634,0
4994,167667,0
4995,167701,0
4996,167735,0
4997,167768,0
4998,167802,0
4999,167835,0
5000,167868,0
5001,167902,0
5002,167936,0
5003,167969,0
5004,168003,0
5005,168036,0
5006,168071,0
5007,168104,0
5008,168137,0
5009,168172,0
5010,168205,0
5011,168238,0
5012,168272,0
5013,168304,0
5014,168338,0
5015,168372,0
5016,168406,0
5017,168439,0
5018,168474,0
5019,168507,0
5020,168539,0
5021,168574,0
5022,168607,0
5023,168640,0
5024,168674,0
5025,168708,0
5026,168741,0
5027,168775,0
5028,168809,0
5029,168842,0
5030,168876,0
5031,168910,0
5032,168942,0
5033,168976,0
5034,169010,0
5035,169043,0
5036,169077,0
5037,169111,0
5038,169144,0
5039,169178,0
5040,169212,0
5041,169245,0
5042,169279,0
5043,169312,0
5044,169346,0
5045,169380,0
5046,169413,0
5047,169447,0
5048,169481,0
5049,169513,0
5050,169547,0
5051,169582,0
5052,169614,0
5053,169648,0
5054,169682,0
5055,169715,0
5056,169749,0
5057,169783,0
5058,169817,0
5059,169850,0
5060,169883,0
5061,169917,0
5062,169950,0
5063,169983,0
5064,170018,0
5065,170051,0
5066,170084,0
5067,170118,0
5068,170152,0
5069,170185,0
5070,170219,0
5071,170252,0
5072,170286,0
5073,170320,0
5074,170353,0
5075,170387,0
5076,170421,0
5077,170454,0
5078,170487,0
5079,170521,0
5080,170555,0
5081,170588,0
5082,170622,0
5083,170656,0
5084,170689,0
5085,170722,0
5086,170757,0
5087,170790,0
5088,170823,0
5089,170857,0
5090,170890,0
5091,170925,0
5092,170958,0
5093,170991,0
5094,171025,0
5095,171059,0
5096,171092,0
5097,171126,0
5098,171159,0
5099,171193,0
5100,171227,0
5101,171260,0
5102,171293,0
5103,171328,0
5104,171361,0
5105,171393,0
5106,171428,0
5107,171460,0
5108,171494,0
5109,171528,0
5110,171561,0
5111,171595,0
5112,171629,0
5113,171663,0
5114,171696,0
5115,171730,0
5116,171764,0
5117,171797,0
5118,171830,0
5119,171864,0
5120,171898,0
5121,171931,0
5122,171965,0
5123,171998,0
5124,172031,0
5125,172066,0
5126,172099,0
5127,172133,0
5128,172167,0
5129,172200,0
5130,172233,0
5131,172267,0
5132,172301,0
5133,172334,0
5134,172368,0
5135,172402,0
5136,172434,0
5137,172468,0
5138,172503,0
5139,172536,0
5140,172569,0
5141,172604,0
5142,172637,0
5143,172670,0
5144,172704,0
5145,172736,0
5146,172771,0
5147,172805,0
5148,172837,0
5149,172872,0
5150,172906,0
5151,172938,0
5152,172973,0
5153,173006,0
5154,173039,0
5155,173073,0
5156,173106,0
5157,173139,0
5158,173174,0
5159,173207,0
5160,173240,0
5161,173275,0
5162,173307,0
5163,173341,0
5164,173375,0
5165,173409,0
5166,173442,0
5167,173476,0
5168,173510,0
5169,173542,0
5170,173576,0
5171,173610,0
5172,173643,0
5173,173677,0
5174,173711,0
5175,173745,0
5176,173778,0
5177,173812,0
5178,173844,0
5179,173878,0
5180,173913,0
5181,173945,0
5182,173979,0
5183,174013,0
5184,174046,0
5185,174080,0
5186,174114,0
5187,174147,0
5188,174180,0
5189,174214,0
5190,174249,0
5191,174281,0
5192,174315,0
5193,174350,0
5194,174383,0
5195,174415,0
5196,174450,0
5197,174483,0
5198,174516,0
5199,174550,0
5200,174583,0
5201,174617,0
5202,174652,0
5203,174685,0
5204,174719,0
5205,174753,0
5206,174785,0
5207,174819,0
5208,174852,0
5209,174886,0
5210,174920,0
5211,174953,0
5212,174986,0
5213,175021,0
5214,175054,0
5215,175087,0
5216,175122,0
5217,175154,0
5218,175188,0
5219,175222,0
5220,175255,0
5221,175288,0
5222,175322,0
5223,175356,0
5224,175389,0
5225,175423,0
5226,175457,0
5227,175490,0
5228,175523,0
5229,175558,0
5230,175591,0
5231,175624,0
5232,175659,0
5233,175692,0
5234,175725,0
5235,175759,0
5236,175792,0
5237,175825,0
5238,175860,0
5239,175893,0
5240,175926,0
5241,175960,0
5242,175994,0
5243,176027,0
5244,176061,0
5245,176095,0
5246,176128,0
5247,176162,0
5248,176196,0
5249,176228,0
5250,176262,0
5251,176296,0
5252,176329,0
5253,176363,0
5254,176397,0
5255,176430,0
5256,176465,0
5257,176498,0
5258,176531,0
5259,176566,0
5260,176598,0
5261,176632,0
5262,176667,0
5263,176699,0
5264,176732,0
5265,176767,0
5266,176799,0
5267,176833,0
5268,176867,0
5269,176900,0
5270,176934,0
5271,176968,0
5272,177001,0
5273,177035,0
5274,177069,0
5275,177102,0
5276,177135,0
5277,177168,0
5278,177203,0
5279,177236,0
5280,177269,0
5281,177304,0
5282,177337,0
5283,177370,0
5284,177405,0
5285,177438,0
5286,177471,0
5287,177506,0
5288,177539,0
5289,177571,0
5290,177606,0
5291,177638,0
5292,177672,0
5293,177706,0
5294,177739,0
5295,177773,0
5296,177807,0
5297,177841,0
5298,177874,0
5299,177908,0
5300,177942,0
5301,177974,0
5302,178008,0
5303,178042,0
5304,178075,0
5305,178109,0
5306,178143,0
5307,178176,0
5308,178210,0
5309,178244,0
5310,178277,0
5311,178312,0
5312,178345,0
5313,178377,0
5314,178412,0
5315,178445,0
5316,178477,0
5317,178512,0
5318,178545,0
5319,178578,0
5320,178613,0
5321,178646,0
5322,178680,0
5323,178714,0
5324,178746,0
5325,178780,0
5326,178814,0
5327,178847,0
5328,178881,0
5329,178915,0
5330,178950,0
5331,178982,0
5332,179016,0
5333,179050,0
5334,179084,0
5335,179116,0
5336,179150,0
5337,179184,0
5338,179217,0
5339,179251,0
5340,179285,0
5341,179317,0
5342,179352,0
5343,179384,0
5344,179418,0
5345,179453,0
5346,179485,0
5347,179519,0
5348,179553,0
5349,179587,0
5350,179620,0
5351,179654,0
5352,179688,0
5353,179720,0
5354,179754,0
5355,179788,0
5356,179821,0
5357,179855,0
5358,179889,0
5359,179922,0
5360,179956,0
5361,179990,0
5362,180023,0
5363,180057,0
5364,180091,0
5365,180124,0
5366,180157,0
5367,180191,0
5368,180224,0
5369,180258,0
5370,180291,0
5371,180325,0
5372,180359,0
5373,180392,0
5374,180425,0
5375,180460,0
5376,180492,0
5377,180526,0
5378,180560,0
5379,180593,0
5380,180627,0
5381,180661,0
5382,180695,0
5383,180728,0
5384,180762,0
5385,180796,0
5386,180828,0
5387,180861,0
5388,180896,0
5389,180929,0
5390,180962,0
5391,180997,0
5392,181030,0
5393,181063,0
5394,181097,0
5395,181130,0
5396,181164,0
5397,181199,0
5398,181231,0
5399,181264,0
5400,181299,0
5401,181332,0
5402,181365,0
5403,181399,0
5404,181433,0
5405,181467,0
5406,181500,0
5407,181534,0
5408,181568,0
5409,181601,0
5410,181636,0
5411,181668,0
5412,181701,0
5413,181736,0
5414,181769,0
5415,181803,0
5416,181837,0
5417,181869,0
5418,181904,0
5419,181937,0
5420,181970,0
5421,182005,0
5422,182038,0
5423,182070,0
5424,182105,0
5425,182138,0
5426,182171,0
5427,182206,0
5428,182238,0
5429,182272,0
5430,182307,0
5431,182340,0
5432,182373,0
5433,182407,0
5434,182440,0
5435,182473,0
5436,182507,0
5437,182541,0
5438,182574,0
5439,182608,0
5440,182642,0
5441,182675,0
5442,182709,0
5443,182743,0
5444,182776,0
5445,182810,0
5446,182843,0
5447,182876,0
5448,182910,0
5449,182944,0
5450,182977,0
5451,183010,0
5452,183045,0
5453,183077,0
5454,183111,0
5455,183146,0
5456,183179,0
5457,183212,0
5458,183245,0
5459,183280,0
5460,183312,0
5461,183346,0
5462,183381,0
5463,183413,0
5464,183447,0
5465,183482,0
5466,183514,0
5467,183548,0
5468,183582,0
5469,183615,0
5470,183649,0
5471,183683,0
5472,183716,0
5473,183750,0
5474,183784,0
5475,183817,0
5476,183852,0
5477,183884,0
5478,183917,0
5479,183952,0
5480,183985,0
5481,184018,0
5482,184053,0
5483,184085,0
5484,184119,0
5485,184153,0
5486,184186,0
5487,184219,0
5488,184254,0
5489,184287,0
5490,184320,0
5491,184354,0
5492,184389,0
5493,184420,0
5494,184454,0
5495,184489,0
5496,184522,0
5497,184555,0
5498,184590,0
5499,184623,0
5500,184656,0
5501,184691,0
5502,184723,0
5503,184757,0
5504,184791,0
5505,184824,0
5506,184857,0
5507,184892,0
5508,184925,0
5509,184958,0
5510,184993,0
5511,185026,0
5512,185059,0
5513,185093,0
5514,185127,0
5515,185160,0
5516,185193,0
5517,185227,0
5518,185260,0
5519,185293,0
5520,185328,0
5521,185361,0
5522,185395,0
5523,185429,0
5524,185462,0
5525,185496,0
5526,185530,0
5527,185563,0
5528,185597,0
5529,185631,0
5530,185664,0
5531,185697,0
5532,185730,0
5533,185764,0
5534,185798,0
5535,185831,0
5536,185864,0
5537,185899,0
5538,185932,0
5539,185965,0
5540,186001,0
5541,186033,0
5542,186067,0
5543,186100,0
5544,186133,0
5545,186166,0
5546,186200,0
5547,186235,0
5548,186268,0
5549,186301,0
5550,186336,0
5551,186369,0
5552,186402,0
5553,186437,0
5554,186469,0
5555,186502,0
5556,186537,0
5557,186569,0
5558,186603,0
5559,186637,0
5560,186671,0
5561,186704,0
5562,186738,0
5563,186771,0
5564,186805,0
5565,186839,0
5566,186873,0
5567,186906,0
5568,186939,0
5569,186974,0
5570,187006,0
5571,187040,0
5572,187074,0
5573,187107,0
5574,187141,0
5575,187174,0
5576,187207,0
5577,187241,0
5578,187275,0
5579,187308,0
5580,187343,0
5581,187376,0
5582,187409,0
5583,187444,0
5584,187477,0
5585,187510,0
5586,187545,0
5587,187578,0
5588,187610,0
5589,187645,0
5590,187677,0
5591,187711,0
5592,187746,0
5593,187778,0
5594,187812,0
5595,187846,0
5596,187879,0
5597,187912,0
5598,187946,0
5599,187980,0
5600,188014,0
5601,188047,0
5602,188082,0
5603,188114,0
5604,188148,0
5605,188182,0
5606,188215,0
5607,188248,0
5608,188283,0
5609,188316,0
5610,188349,0
5611,188384,0
5612,188417,0
5613,188450,0
5614,188485,0
5615,188518,0
5616,188550,0
5617,188584,0
5618,188618,0
5619,188651,0
5620,188685,0
5621,188719,0
5622,188752,0
5623,188786,0
5624,188820,0
5625,188853,0
5626,188887,0
5627,188921,0
5628,188953,0
5629,188987,0
5630,189022,0
5631,189055,0
5632,189089,0
5633,189123,0
5634,189155,0
5635,189189,0
5636,189222,0
5637,189255,0
5638,189290,0
5639,189323,0
5640,189356,0
5641,189391,0
5642,189424,0
5643,189457,0
5644,189492,0
5645,189525,0
5646,189558,0
5647,189593,0
5648,189624,0
5649,189658,0
5650,189692,0
5651,189726,0
5652,189759,0
5653,189793,0
5654,189827,0
5655,189861,0
5656,189894,0
5657,189929,0
5658,189962,0
5659,189994,0
5660,190028,0
5661,190062,0
5662,190095,0
5663,190129,0
5664,190162,0
5665,190196,0
5666,190230,0
5667,190263,0
5668,190297,0
5669,190331,0
5670,190364,0
5671,190397,0
5672,190431,0
5673,190464,0
5674,190498,0
5675,190531,0
5676,190566,0
5677,190598,0
5678,190632,0
5679,190667,0
5680,190700,0
5681,190733,0
5682,190768,0
5683,190800,0
5684,190834,0
5685,190868,0
5686,190901,0
5687,190935,0
5688,190969,0
5689,191002,0
5690,191037,0
5691,191070,0
5692,191102,0
5693,191137,0
5694,191170,0
5695,191203,0
5696,191238,0
5697,191270,0
5698,191304,0
5699,191338,0
5700,191371,0
5701,191405,0
5702,191439,0
5703,191472,0
5704,191506,0
5705,191540,0
5706,191572,0
5707,191605,0
5708,191639,0
5709,191674,0
5710,191707,0
5711,191741,0
5712,191775,0
5713,191807,0
5714,191841,0
5715,191876,0
5716,191908,0
5717,191942,0
5718,191976,0
5719,192009,0
5720,192043,0
5721,192077,0
5722,192109,0
5723,192143,0
5724,192177,0
5725,192210,0
5726,192244,0
5727,192278,0
5728,192312,0
5729,192345,0
5730,192378,0
5731,192413,0
5732,192446,0
5733,192479,0
5734,192513,0
5735,192546,0
5736,192580,0
5737,192614,0
5738,192647,0
5739,192681,0
5740,192715,0
5741,192747,0
5742,192782,0
5743,192816,0
5744,192848,0
5745,192883,0
5746,192917,0
5747,192949,0
5748,192984,0
5749,193017,0
5750,193051,0
5751,193085,0
5752,193118,0
5753,193151,0
5754,193185,0
5755,193218,0
5756,193252,0
5757,193286,0
5758,193319,0
5759,193352,0
5760,193386,0
5761,193419,0
5762,193452,0
5763,193486,0
5764,193521,0
5765,193554,0
5766,193587,0
5767,193622,0
5768,193655,0
5769,193688,0
5770,193722,0
5771,193754,0
5772,193788,0
5773,193823,0
5774,193855,0
5775,193889,0
5776,193923,0
5777,193956,0
5778,193990,0
5779,194024,0
5780,194058,0
5781,194090,0
5782,194124,0
5783,194159,0
5784,194192,0
5785,194225,0
5786,194259,0
5787,194292,0
5788,194326,0
5789,194360,0
5790,194393,0
5791,194427,0
5792,194461,0
5793,194493,0
5794,194527,0
5795,194561,0
5796,194594,0
5797,194629,0
5798,194662,0
5799,194695,0
5800,194730,0
5801,194763,0
5802,194795,0
5803,194830,0
5804,194863,0
5805,194896,0
5806,194931,0
5807,194963,0
5808,194997,0
5809,195032,0
5810,195064,0
5811,195098,0
5812,195133,0
5813,195165,0
5814,195198,0
5815,195232,0
5816,195267,0
5817,195300,0
5818,195333,0
5819,195368,0
5820,195401,0
5821,195434,0
5822,195469,0
5823,195502,0
5824,195535,0
5825,195569,0
5826,195602,0
5827,195635,0
5828,195669,0
5829,195702,0
5830,195736,0
5831,195770,0
5832,195803,0
5833,195837,0
5834,195871,0
5835,195905,0
5836,195937,0
5837,195971,0
5838,196005,0
5839,196038,0
5840,196072,0
5841,196106,0
5842,196138,0
5843,196172,0
5844,196206,0
5845,196239,0
5846,196273,0
5847,196307,0
5848,196340,0
5849,196375,0
5850,196408,0
5851,196441,0
5852,196476,0
5853,196509,0
5854,196541,0
5855,196576,0
5856,196609,0
5857,196642,0
5858,196676,0
5859,196709,0
5860,196743,0
5861,196778,0
5862,196810,0
5863,196845,0
5864,196878,0
5865,196910,0
5866,196944,0
5867,196978,0
5868,197012,0
5869,197045,0
5870,197079,0
5871,197113,0
5872,197147,0
5873,197180,0
5874,197214,0
5875,197247,0
5876,197281,0
5877,197314,0
5878,197347,0
5879,197381,0
5880,197415,0
5881,197448,0
5882,197482,0
5883,197516,0
5884,197549,0
5885,197583,0
5886,197617,0
5887,197650,0
5888,197683,0
5889,197717,0
5890,197751,0
5891,197784,0
5892,197817,0
5893,197852,0
5894,197885,0
5895,197918,0
5896,197953,0
5897,197985,0
5898,198019,0
5899,198054,0
5900,198087,0
5901,198121,0
5902,198155,0
5903,198186,0
5904,198221,0
5905,198254,0
5906,198287,0
5907,198322,0
5908,198355,0
5909,198388,0
5910,198423,0
5911,198456,0
5912,198489,0
5913,198524,0
5914,198556,0
5915,198590,0
5916,198625,0
5917,198657,0
5918,198690,0
5919,198724,0
5920,198757,0
5921,198791,0
5922,198825,0
5923,198859,0
5924,198892,0
5925,198926,0
5926,198960,0
5927,198992,0
5928,199026,0
5929,199060,0
5930,199093,0
5931,199127,0
5932,199161,0
5933,199194,0
5934,199228,0
5935,199262,0
5936,199294,0
5937,199328,0
5938,199362,0
5939,199395,0
5940,199429,0
5941,199464,0
5942,199497,0
5943,199530,0
5944,199564,0
5945,199597,0
5946,199630,0
5947,199664,0
5948,199699,0
5949,199732,0
5950,199764,0
5951,199799,0
5952,199832,0
5953,199866,0
5954,199900,0
5955,199933,0
5956,199967,0
5957,200001,0
5958,200034,0
5959,200068,0
5960,200102,0
5961,200134,0
5962,200168,0
5963,200202,0
5964,200235,0
5965,200270,0
5966,200302,0
5967,200336,0
5968,200371,0
5969,200403,0
5970,200437,0
5971,200471,0
5972,200503,0
5973,200537,0
5974,200571,0
5975,200604,0
5976,200638,0
5977,200672,0
5978,200706,0
5979,200738,0
5980,200772,0
5981,200807,0
5982,200840,0
5983,200873,0
5984,200907,0
5985,200940,0
5986,200973,0
5987,201008,0
5988,201041,0
5989,201074,0
5990,201109,0
5991,201142,0
5992,201175,0
5993,201209,0
5994,201242,0
5995,201276,0
5996,201310,0
5997,201344,0
5998,201377,0
5999,201410,0
6000,201445,0
6001,201478,0
6002,201510,0
6003,201545,0
6004,201578,0
6005,201611,0
6006,201646,0
6007,201679,0
6008,201713,0
6009,201747,0
6010,201779,0
6011,201814,0
6012,201848,0
6013,201879,0
6014,201914,0
6015,201948,0
6016,201980,0
6017,202015,0
6018,202048,0
6019,202081,0
6020,202116,0
6021,202149,0
6022,202183,0
6023,202217,0
6024,202250,0
6025,202283,0
6026,202318,0
6027,202350,0
6028,202384,0
6029,202417,0
6030,202451,0
6031,202484,0
6032,202518,0
6033,202553,0
6034,202585,0
6035,202619,0
6036,202653,0
6037,202686,0
6038,202720,0
6039,202753,0
6040,202786,0
6041,202820,0
6042,202854,0
6043,202887,0
6044,202921,0
6045,202955,0
6046,202988,0
6047,203022,0
6048,203056,0
6049,203089,0
6050,203123,0
6051,203156,0
6052,203190,0
6053,203222,0
6054,203256,0
6055,203291,0
6056,203323,0
6057,203357,0
6058,203392,0
6059,203425,0
6060,203458,0
6061,203493,0
6062,203525,0
6063,203560,0
6064,203594,0
6065,203625,0
6066,203660,0
6067,203694,0
6068,203726,0
6069,203761,0
6070,203794,0
6071,203827,0
6072,203862,0
6073,203895,0
6074,203928,0
6075,203963,0
6076,203995,0
6077,204029,0
6078,204063,0
6079,204096,0
6080,204130,0
6081,204164,0
6082,204197,0
6083,204230,0
6084,204264,0
6085,204298,0
6086,204331,0
6087,204365,0
6088,204399,0
6089,204432,0
6090,204466,0
6091,204500,0
6092,204533,0
6093,204566,0
6094,204601,0
6095,204634,0
6096,204667,0
6097,204701,0
6098,204734,0
6099,204768,0
6100,204802,0
6101,204835,0
6102,204869,0
6103,204903,0
6104,204936,0
6105,204969,0
6106,205002,0
6107,205037,0
6108,205070,0
6109,205103,0
6110,205138,0
6111,205171,0
6112,205204,0
6113,205239,0
6114,205272,0
6115,205305,0
6116,205339,0
6117,205371,0
6118,205406,0
6119,205440,0
6120,205472,0
6121,205507,0
6122,205540,0
6123,205573,0
6124,205608,0
6125,205641,0
6126,205674,0
6127,205708,0
6128,205741,0
6129,205775,0
6130,205810,0
6131,205842,0
6132,205876,0
6133,205910,0
6134,205942,0
6135,205976,0
6136,206010,0
6137,206043,0
6138,206077,0
6139,206110,0
6140,206145,0
6141,206178,0
6142,206211,0
6143,206246,0
6144,206279,0
6145,206312,0
6146,206347,0
6147,206379,0
6148,206412,0
6149,206447,0
6150,206480,0
6151,206513,0
6152,206548,0
6153,206581,0
6154,206614,0
6155,206649,0
6156,206682,0
6157,206715,0
6158,206748,0
6159,206782,0
6160,206815,0
6161,206849,0
6162,206884,0
6163,206916,0
6164,206950,0
6165,206984,0
6166,207017,0
6167,207050,0
6168,207085,0
6169,207118,0
6170,207153,0
6171,207186,0
6172,207219,0
6173,207253,0
6174,207287,0
6175,207320,0
6176,207353,0
6177,207387,0
6178,207420,0
6179,207454,0
6180,207487,0
6181,207521,0
6182,207555,0
6183,207587,0
6184,207621,0
6185,207656,0
6186,207689,0
6187,207722,0
6188,207756,0
6189,207789,0
6190,207822,0
6191,207856,0
6192,207891,0
6193,207924,0
6194,207957,0
6195,207992,0
6196,208025,0
6197,208058,0
6198,208093,0
6199,208125,0
6200,208158,0
6201,208193,0
6202,208226,0
6203,208259,0
6204,208294,0
6205,208326,0
6206,208360,0
6207,208394,0
6208,208427,0
6209,208461,0
6210,208495,0
6211,208528,0
6212,208562,0
6213,208596,0
6214,208629,0
6215,208662,0
6216,208696,0
6217,208730,0
6218,208763,0
6219,208797,0
6220,208831,0
6221,208864,0
6222,208898,0
6223,208932,0
6224,208965,0
6225,208998,0
6226,209032,0
6227,209065,0
6228,209099,0
6229,209133,0
6230,209166,0
6231,209200,0
6232,209234,0
6233,209267,0
6234,209302,0
6235,209333,0
6236,209367,0
6237,209402,0
6238,209434,0
6239,209468,0
6240,209503,0
6241,209535,0
6242,209569,0
6243,209603,0
6244,209637,0
6245,209670,0
6246,209704,0
6247,209738,0
6248,209770,0
6249,209803,0
6250,209838,0
6251,209871,0
6252,209904,0
6253,209939,0
6254,209972,0
6255,210005,0
6256,210040,0
6257,210073,0
6258,210106,0
6259,210141,0
6260,210174,0
6261,210207,0
6262,210240,0
6263,210273,0
6264,210307,0
6265,210341,0
6266,210375,0
6267,210408,0
6268,210442,0
6269,210476,0
6270,210509,0
6271,210543,0
6272,210577,0
6273,210609,0
6274,210643,0
6275,210677,0
6276,210710,0
6277,210744,0
6278,210778,0
6279,210811,0
6280,210846,0
6281,210879,0
6282,210912,0
6283,210946,0
6284,210980,0
6285,211013,0
6286,211048,0
6287,211079,0
6288,211113,0
6289,211148,0
6290,211181,0
6291,211214,0
6292,211249,0
6293,211281,0
6294,211314,0
6295,211349,0
6296,211382,0
6297,211415,0
6298,211449,0
6299,211483,0
6300,211516,0
6301,211550,0
6302,211585,0
6303,211618,0
6304,211651,0
6305,211685,0
6306,211718,0
6307,211751,0
6308,211786,0
6309,211819,0
6310,211852,0
6311,211887,0
6312,211919,0
6313,211952,0
6314,211987,0
6315,212020,0
6316,212054,0
6317,212087,0
6318,212121,0
6319,212154,0
6320,212188,0
6321,212222,0
6322,212255,0
6323,212289,0
6324,212323,0
6325,212355,0
6326,212389,0
6327,212424,0
6328,212457,0
6329,212490,0
6330,212525,0
6331,212557,0
6332,212591,0
6333,212625,0
6334,212657,0
6335,212692,0
6336,212725,0
6337,212758,0
6338,212793,0
6339,212826,0
6340,212859,0
6341,212894,0
6342,212926,0
6343,212960,0
6344,212995,0
6345,213027,0
6346,213061,0
6347,213095,0
6348,213128,0
6349,213161,0
6350,213195,0
6351,213229,0
6352,213262,0
6353,213295,0
6354,213329,0
6355,213362,0
6356,213396,0
6357,213431,0
6358,213464,0
6359,213497,0
6360,213532,0
6361,213564,0
6362,213598,0
6363,213633,0
6364,213665,0
6365,213699,0
6366,213733,0
6367,213766,0
6368,213800,0
6369,213833,0
6370,213866,0
6371,213900,0
6372,213934,0
6373,213968,0
6374,214001,0
6375,214034,0
6376,214069,0
6377,214102,0
6378,214135,0
6379,214170,0
6380,214202,0
6381,214235,0
6382,214270,0
6383,214303,0
6384,214337,0
6385,214371,0
6386,214404,0
6387,214438,0
6388,214472,0
6389,214505,0
6390,214539,0
6391,214572,0
6392,214605,0
6393,214640,0
6394,214673,0
6395,214706,0
6396,214740,0
6397,214773,0
6398,214807,0
6399,214841,0
6400,214873,0
6401,214907,0
6402,214941,0
6403,214974,0
6404,215007,0
6405,215042,0
6406,215076,0
6407,215109,0
6408,215142,0
6409,215177,0
6410,215210,0
6411,215243,0
6412,215278,0
6413,215311,0
6414,215343,0
6415,215378,0
6416,215411,0
6417,215444,0
6418,215479,0
6419,215511,0
6420,215545,0
6421,215580,0
6422,215613,0
6423,215646,0
6424,215679,0
6425,215713,0
6426,215746,0
6427,215780,0
6428,215814,0
6429,215847,0
6430,215881,0
6431,215916,0
6432,215948,0
6433,215982,0
6434,216016,0
6435,216049,0
6436,216083,0
6437,216117,0
6438,216150,0
6439,216184,0
6440,216218,0
6441,216251,0
